:	dvije tačke
🙎🏽‍♂	durenje, muškarac, naduren muškarac, naduren muškarac: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🙎🏻‍♀	durenje, nadurena žena, nadurena žena: svijetla koža, svijetla koža, žena
🙎🏼‍♀	durenje, nadurena žena, nadurena žena: srednje svijetla koža, srednje svijetla koža, žena
🙎🏽‍♀	durenje, nadurena žena, nadurena žena: ni svijetla ni tamna koža, ni svijetla ni tamna koža, žena
🙅🏻	ne, nema, osoba koja pokazuje „ne“, osoba koja pokazuje „ne“: svijetla koža, pokret, ruka, svijetla koža, zabranjeno
🙅🏼	ne, nema, osoba koja pokazuje „ne“, osoba koja pokazuje „ne“: srednje svijetla koža, pokret, ruka, srednje svijetla koža, zabranjeno
🙅🏽	ne, nema, ni svijetla ni tamna koža, osoba koja pokazuje „ne“, osoba koja pokazuje „ne“: ni svijetla ni tamna koža, pokret, ruka, zabranjeno
🙅🏻‍♂	gestikulacija, muškarac, muškarac pokazuje „ne“, muškarac pokazuje „ne“: svijetla koža, ne, ruke, svijetla koža
🙅🏼‍♂	gestikulacija, muškarac, muškarac pokazuje „ne“, muškarac pokazuje „ne“: srednje svijetla koža, ne, ruke, srednje svijetla koža
🙅🏽‍♂	gestikulacija, muškarac, muškarac pokazuje „ne“, muškarac pokazuje „ne“: ni svijetla ni tamna koža, ne, ni svijetla ni tamna koža, ruke
🙅🏻‍♀	gestikulacija, ne, ruke, svijetla koža, žena, žena pokazuje „ne“, žena pokazuje „ne“: svijetla koža
🙅🏼‍♀	gestikulacija, ne, ruke, srednje svijetla koža, žena, žena pokazuje „ne“, žena pokazuje „ne“: srednje svijetla koža
🙅🏽‍♀	gestikulacija, ne, ni svijetla ni tamna koža, ruke, žena, žena pokazuje „ne“, žena pokazuje „ne“: ni svijetla ni tamna koža
🙆🏻	dobro, ok, osoba koja pokazuje „u redu“, osoba koja pokazuje „u redu“: svijetla koža, pokret, ruka, svijetla koža, u redu
🙆🏼	dobro, ok, osoba koja pokazuje „u redu“, osoba koja pokazuje „u redu“: srednje svijetla koža, pokret, ruka, srednje svijetla koža, u redu
🙆🏽	dobro, ni svijetla ni tamna koža, ok, osoba koja pokazuje „u redu“, osoba koja pokazuje „u redu“: ni svijetla ni tamna koža, pokret, ruka, u redu
🙆🏻‍♂	gestikulacija, muškarac, muškarac pokazuje „ok“, muškarac pokazuje „ok“: svijetla koža, ok, ruke, svijetla koža
🙆🏼‍♂	gestikulacija, muškarac, muškarac pokazuje „ok“, muškarac pokazuje „ok“: srednje svijetla koža, ok, ruke, srednje svijetla koža
🙆🏽‍♂	gestikulacija, muškarac, muškarac pokazuje „ok“, muškarac pokazuje „ok“: ni svijetla ni tamna koža, ni svijetla ni tamna koža, ok, ruke
🙆🏻‍♀	gestikulacija, ok, ruke, svijetla koža, žena, žena pokazuje „ok“, žena pokazuje „ok“: svijetla koža
🙆🏼‍♀	gestikulacija, ok, ruke, srednje svijetla koža, žena, žena pokazuje „ok“, žena pokazuje „ok“: srednje svijetla koža
🙆🏽‍♀	gestikulacija, ni svijetla ni tamna koža, ok, ruke, žena, žena pokazuje „ok“, žena pokazuje „ok“: ni svijetla ni tamna koža
💁	elegantno, informacije, osoba koja daje informacije, pomoć, ruka
💁🏻	elegantno, informacije, osoba koja daje informacije, osoba koja daje informacije: svijetla koža, pomoć, ruka, svijetla koža
💁🏼	elegantno, informacije, osoba koja daje informacije, osoba koja daje informacije: srednje svijetla koža, pomoć, ruka, srednje svijetla koža
💁🏽	elegantno, informacije, ni svijetla ni tamna koža, osoba koja daje informacije, osoba koja daje informacije: ni svijetla ni tamna koža, pomoć, ruka
💁🏾	elegantno, informacije, osoba koja daje informacije, pomoć, ruka, srednje tamna koža
💁🏿	elegantno, informacije, osoba koja daje informacije, pomoć, ruka, tamna koža
💁‍♂	muškarac otkriva namjere
💁🏻‍♂	muškarac otkriva namjere, muškarac otkriva namjere: svijetla koža, svijetla koža
💁🏼‍♂	muškarac otkriva namjere, muškarac otkriva namjere: srednje svijetla koža, srednje svijetla koža
💁🏽‍♂	muškarac otkriva namjere, muškarac otkriva namjere: ni svijetla ni tamna koža, ni svijetla ni tamna koža
💁🏾‍♂	muškarac otkriva namjere, muškarac otkriva namjere: srednje tamna koža, srednje tamna koža
💁🏿‍♂	muškarac otkriva namjere, muškarac otkriva namjere: tamna koža, tamna koža
💁‍♀	žena otkriva namjere
💁🏻‍♀	svijetla koža, žena otkriva namjere, žena otkriva namjere: svijetla koža
💁🏼‍♀	srednje svijetla koža, žena otkriva namjere, žena otkriva namjere: srednje svijetla koža
💁🏽‍♀	ni svijetla ni tamna koža, žena otkriva namjere, žena otkriva namjere: ni svijetla ni tamna koža
💁🏾‍♀	srednje tamna koža, žena otkriva namjere, žena otkriva namjere: srednje tamna koža
💁🏿‍♀	tamna koža, žena otkriva namjere, žena otkriva namjere: tamna koža
🙋	kretanje, osoba sa podignutom rukom, podići, ruka, sreća, srećna osoba sa podignutom rukom
🙋🏻	kretanje, osoba sa podignutom rukom, podići, ruka, sreća, srećna osoba sa podignutom rukom, srećna osoba sa podignutom rukom: svijetla koža, svijetla koža
🙋🏼	kretanje, osoba sa podignutom rukom, podići, ruka, srednje svijetla koža, sreća, srećna osoba sa podignutom rukom, srećna osoba sa podignutom rukom: srednje svijetla koža
🙋🏽	kretanje, ni svijetla ni tamna koža, osoba sa podignutom rukom, podići, ruka, sreća, srećna osoba sa podignutom rukom, srećna osoba sa podignutom rukom: ni svijetla ni tamna koža
🙋🏾	kretanje, osoba sa podignutom rukom, podići, ruka, srednje tamna koža, sreća, srećna osoba sa podignutom rukom
🙋🏿	kretanje, osoba sa podignutom rukom, podići, ruka, sreća, srećna osoba sa podignutom rukom, tamna koža
🙋🏻‍♂	gestikulacija, informacije, muškarac, muškarac podiže ruku, muškarac podiže ruku: svijetla koža, ruke, svijetla koža
🙋🏼‍♂	gestikulacija, informacije, muškarac, muškarac podiže ruku, muškarac podiže ruku: srednje svijetla koža, ruke, srednje svijetla koža
🙋🏽‍♂	gestikulacija, informacije, muškarac, muškarac podiže ruku, muškarac podiže ruku: ni svijetla ni tamna koža, ni svijetla ni tamna koža, ruke
🙋🏻‍♀	gestikulacija, informacije, ruke, svijetla koža, žena, žena podiže ruku, žena podiže ruku: svijetla koža
🙋🏼‍♀	gestikulacija, informacije, ruke, srednje svijetla koža, žena, žena podiže ruku, žena podiže ruku: srednje svijetla koža
🙋🏽‍♀	gestikulacija, informacije, ni svijetla ni tamna koža, ruke, žena, žena podiže ruku, žena podiže ruku: ni svijetla ni tamna koža
🧏	gluva osoba
🧏🏻	gluva osoba, gluva osoba: svijetla koža, svijetla koža
🧏🏼	gluva osoba, gluva osoba: srednje svijetla koža, srednje svijetla koža
🧏🏽	gluva osoba, gluva osoba: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🧏🏾	gluva osoba, srednje tamna koža
🧏🏿	gluva osoba, tamna koža
🧏‍♂	gluv čovjek
🧏🏻‍♂	gluv čovjek, gluv čovjek: svijetla koža, svijetla koža
🧏🏼‍♂	gluv čovjek, gluv čovjek: srednje svijetla koža, srednje svijetla koža
🧏🏽‍♂	gluv čovjek, gluv čovjek: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🧏🏾‍♂	gluv čovjek, gluv čovjek: srednje tamna koža, srednje tamna koža
🧏🏿‍♂	gluv čovjek, gluv čovjek: tamna koža, tamna koža
🧏🏻‍♀	gluva, gluva žena: svijetla koža, svijetla koža, žena
🧏🏼‍♀	gluva, gluva žena: srednje svijetla koža, srednje svijetla koža, žena
🧏🏽‍♀	gluva, gluva žena: ni svijetla ni tamna koža, ni svijetla ni tamna koža, žena
🙇🏻	izvinjenje, klanjanje, kretanje, naklon, osoba koja se klanja, osoba koja se klanja: svijetla koža, svijetla koža
🙇🏼	izvinjenje, klanjanje, kretanje, naklon, osoba koja se klanja, osoba koja se klanja: srednje svijetla koža, srednje svijetla koža
🙇🏽	izvinjenje, klanjanje, kretanje, naklon, ni svijetla ni tamna koža, osoba koja se klanja, osoba koja se klanja: ni svijetla ni tamna koža
🙇🏻‍♂	gestikulacija, izvinjenje, muškarac, muški duboki naklon, muški duboki naklon: svijetla koža, naklon, svijetla koža
🙇🏼‍♂	gestikulacija, izvinjenje, muškarac, muški duboki naklon, muški duboki naklon: srednje svijetla koža, naklon, srednje svijetla koža
🙇🏽‍♂	gestikulacija, izvinjenje, muškarac, muški duboki naklon, muški duboki naklon: ni svijetla ni tamna koža, naklon, ni svijetla ni tamna koža
🙇🏻‍♀	gestikulacija, izvinjenje, naklon, svijetla koža, žena, ženski duboki naklon, ženski duboki naklon: svijetla koža
🙇🏼‍♀	gestikulacija, izvinjenje, naklon, srednje svijetla koža, žena, ženski duboki naklon, ženski duboki naklon: srednje svijetla koža
🙇🏽‍♀	gestikulacija, izvinjenje, naklon, ni svijetla ni tamna koža, žena, ženski duboki naklon, ženski duboki naklon: ni svijetla ni tamna koža
🤦	glupost, kajanje, ogorčenje, čelo, šaka o čelo
🤦🏻	glupost, kajanje, ogorčenje, svijetla koža, čelo, šaka o čelo, šaka o čelo: svijetla koža
🤦🏼	glupost, kajanje, ogorčenje, srednje svijetla koža, čelo, šaka o čelo, šaka o čelo: srednje svijetla koža
🤦🏽	glupost, kajanje, ni svijetla ni tamna koža, ogorčenje, čelo, šaka o čelo, šaka o čelo: ni svijetla ni tamna koža
🤦🏾	glupost, kajanje, ogorčenje, srednje tamna koža, čelo, šaka o čelo
🤦🏿	glupost, kajanje, ogorčenje, tamna koža, čelo, šaka o čelo
🤦🏻‍♂	gestikulacija, glupost, kajanje, muškarac, muškarac s rukom na čelu, muškarac s rukom na čelu: svijetla koža, svijetla koža
🤦🏼‍♂	gestikulacija, glupost, kajanje, muškarac, muškarac s rukom na čelu, muškarac s rukom na čelu: srednje svijetla koža, srednje svijetla koža
🤦🏽‍♂	gestikulacija, glupost, kajanje, muškarac, muškarac s rukom na čelu, muškarac s rukom na čelu: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🤦🏻‍♀	gestikulacija, glupost, kajanje, svijetla koža, žena, žena s rukom na čelu, žena s rukom na čelu: svijetla koža
🤦🏼‍♀	gestikulacija, glupost, kajanje, srednje svijetla koža, žena, žena s rukom na čelu, žena s rukom na čelu: srednje svijetla koža
🤦🏽‍♀	gestikulacija, glupost, kajanje, ni svijetla ni tamna koža, žena, žena s rukom na čelu, žena s rukom na čelu: ni svijetla ni tamna koža
🤷	slijeganje ramenima
🤷🏻	slijeganje ramenima, slijeganje ramenima: svijetla koža, svijetla koža
🤷🏼	slijeganje ramenima, slijeganje ramenima: srednje svijetla koža, srednje svijetla koža
🤷🏽	ni svijetla ni tamna koža, slijeganje ramenima, slijeganje ramenima: ni svijetla ni tamna koža
🤷🏾	slijeganje ramenima, slijeganje ramenima: srednje tamna koža, srednje tamna koža
🤷🏿	slijeganje ramenima, slijeganje ramenima: tamna koža, tamna koža
🤷‍♂	muškarac sliježe ramenima
🤷🏻‍♂	muškarac sliježe ramenima, muškarac sliježe ramenima: svijetla koža, svijetla koža
🤷🏼‍♂	muškarac sliježe ramenima, muškarac sliježe ramenima: srednje svijetla koža, srednje svijetla koža
🤷🏽‍♂	muškarac sliježe ramenima, muškarac sliježe ramenima: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🤷🏾‍♂	muškarac sliježe ramenima, muškarac sliježe ramenima: srednje tamna koža, srednje tamna koža
🤷🏿‍♂	muškarac sliježe ramenima, muškarac sliježe ramenima: tamna koža, tamna koža
🤷‍♀	žena sliježe ramenima
🤷🏻‍♀	svijetla koža, žena sliježe ramenima, žena sliježe ramenima: svijetla koža
🤷🏼‍♀	srednje svijetla koža, žena sliježe ramenima, žena sliježe ramenima: srednje svijetla koža
🤷🏽‍♀	ni svijetla ni tamna koža, žena sliježe ramenima, žena sliježe ramenima: ni svijetla ni tamna koža
🤷🏾‍♀	srednje tamna koža, žena sliježe ramenima, žena sliježe ramenima: srednje tamna koža
🤷🏿‍♀	tamna koža, žena sliježe ramenima, žena sliježe ramenima: tamna koža
🧑‍⚕	zdravstveni radnik
🧑🏻‍⚕	svijetla koža, zdravstveni radnik, zdravstveni radnik: svijetla koža
🧑🏼‍⚕	srednje svijetla koža, zdravstveni radnik, zdravstveni radnik: srednje svijetla koža
🧑🏽‍⚕	ni svijetla ni tamna koža, zdravstveni radnik, zdravstveni radnik: ni svijetla ni tamna koža
🧑🏾‍⚕	srednje tamna koža, zdravstveni radnik
🧑🏿‍⚕	tamna koža, zdravstveni radnik
👨‍⚕	muškarac zdravstveni radnik
👨🏻‍⚕	muškarac zdravstveni radnik, muškarac zdravstveni radnik: svijetla koža, svijetla koža
👨🏼‍⚕	muškarac zdravstveni radnik, muškarac zdravstveni radnik: srednje svijetla koža, srednje svijetla koža
👨🏽‍⚕	muškarac zdravstveni radnik, muškarac zdravstveni radnik: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👨🏾‍⚕	muškarac zdravstveni radnik, srednje tamna koža
👨🏿‍⚕	muškarac zdravstveni radnik, tamna koža
👩‍⚕	zdravstvena radnica
👩🏻‍⚕	svijetla koža, zdravstvena radnica, zdravstvena radnica: svijetla koža
👩🏼‍⚕	srednje svijetla koža, zdravstvena radnica, zdravstvena radnica: srednje svijetla koža
👩🏽‍⚕	ni svijetla ni tamna koža, zdravstvena radnica, zdravstvena radnica: ni svijetla ni tamna koža
👩🏾‍⚕	srednje tamna koža, zdravstvena radnica
👩🏿‍⚕	tamna koža, zdravstvena radnica
🧑‍🎓	student(kinja)
🧑🏻‍🎓	student(kinja), student(kinja): svijetla koža, svijetla koža
🧑🏼‍🎓	srednje svijetla koža, student(kinja), student(kinja): srednje svijetla koža
🧑🏽‍🎓	ni svijetla ni tamna koža, student(kinja), student(kinja): ni svijetla ni tamna koža
🧑🏾‍🎓	srednje tamna koža, student(kinja), student(kinja): srednje tamna koža
🧑🏿‍🎓	student(kinja), student(kinja): tamna koža, tamna koža
👨🏻‍🎓	diploma, matura, muškarac, student, student: svijetla koža, svijetla koža
👨🏼‍🎓	diploma, matura, muškarac, srednje svijetla koža, student, student: srednje svijetla koža
👨🏽‍🎓	diploma, matura, muškarac, ni svijetla ni tamna koža, student, student: ni svijetla ni tamna koža
👩🏻‍🎓	diploma, matura, student, studentkinja, studentkinja: svijetla koža, svijetla koža, žena
👩🏼‍🎓	diploma, matura, srednje svijetla koža, student, studentkinja, studentkinja: srednje svijetla koža, žena
👩🏽‍🎓	diploma, matura, ni svijetla ni tamna koža, student, studentkinja, studentkinja: ni svijetla ni tamna koža, žena
🧑🏻‍🏫	instruktor, profesor, svijetla koža, učitelj, učitelj: svijetla koža
🧑🏼‍🏫	instruktor, profesor, srednje svijetla koža, učitelj, učitelj: srednje svijetla koža
🧑🏽‍🏫	instruktor, ni svijetla ni tamna koža, profesor, učitelj, učitelj: ni svijetla ni tamna koža
👨‍🏫	profesor
👨🏻‍🏫	profesor, profesor: svijetla koža, svijetla koža
👨🏼‍🏫	profesor, profesor: srednje svijetla koža, srednje svijetla koža
👨🏽‍🏫	ni svijetla ni tamna koža, profesor, profesor: ni svijetla ni tamna koža
👨🏾‍🏫	profesor, srednje tamna koža
👨🏿‍🏫	profesor, tamna koža
👩🏻‍🏫	profesor, profesorka, profesorka: svijetla koža, svijetla koža, učitelj, žena
👩🏼‍🏫	profesor, profesorka, profesorka: srednje svijetla koža, srednje svijetla koža, učitelj, žena
👩🏽‍🏫	ni svijetla ni tamna koža, profesor, profesorka, profesorka: ni svijetla ni tamna koža, učitelj, žena
🧑🏻‍⚖	pravda, sudija, sudija/nica, sudija/nica: svijetla koža, svijetla koža
🧑🏼‍⚖	pravda, srednje svijetla koža, sudija, sudija/nica, sudija/nica: srednje svijetla koža
🧑🏽‍⚖	ni svijetla ni tamna koža, pravda, sudija, sudija/nica, sudija/nica: ni svijetla ni tamna koža
👨🏻‍⚖	muškarac, muškarac sudija: svijetla koža, pravda, sudija, svijetla koža
👨🏼‍⚖	muškarac, muškarac sudija: srednje svijetla koža, pravda, srednje svijetla koža, sudija
👨🏽‍⚖	muškarac, muškarac sudija: ni svijetla ni tamna koža, ni svijetla ni tamna koža, pravda, sudija
👩🏻‍⚖	pravda, sudija, svijetla koža, žena, žena sudija: svijetla koža
👩🏼‍⚖	pravda, srednje svijetla koža, sudija, žena, žena sudija: srednje svijetla koža
👩🏽‍⚖	ni svijetla ni tamna koža, pravda, sudija, žena, žena sudija: ni svijetla ni tamna koža
🧑🏻‍🌾	baštovan, poljoprivrednik, poljoprivrednik: svijetla koža, svijetla koža
🧑🏼‍🌾	baštovan, poljoprivrednik, poljoprivrednik: srednje svijetla koža, srednje svijetla koža
🧑🏽‍🌾	baštovan, ni svijetla ni tamna koža, poljoprivrednik, poljoprivrednik: ni svijetla ni tamna koža
👨🏻‍🌾	bašta, farma, muškarac, muškarac poljoprivrednik: svijetla koža, poljoprivrednik, selo, svijetla koža
👨🏼‍🌾	bašta, farma, muškarac, muškarac poljoprivrednik: srednje svijetla koža, poljoprivrednik, selo, srednje svijetla koža
