😀	داند پیسنا, دند پیسدی شکل, دی شکل
💁🏽‍♂	بندہ, تھپکی دیندا مرد, تھپکی دیندا مرد: درمیانی رنگت آلی جلد, تھپکی دیندا ہتھ, درمیانی رنگت آلی جلد, ڈھیٹ
💁🏾‍♂	بندہ, تھپکی دیندا مرد, تھپکی دیندا مرد: درمیانی کالی رنگت آلی جلد, تھپکی دیندا ہتھ, درمیانی کالی رنگت آلی جلد, ڈھیٹ
💁🏿‍♂	بندہ, تھپکی دیندا مرد, تھپکی دیندا مرد: کالی رنگت آلی جلد, تھپکی دیندا ہتھ, ڈھیٹ, کالی رنگت آلی جلد
💁‍♀	تھپکی دیندا ہتھ, تھپکی دیندی زنانی, زنانی, ڈھیٹ
💁🏻‍♀	تھپکی دیندا ہتھ, تھپکی دیندی زنانی, تھپکی دیندی زنانی: ہلکی رنگت آلی جلد, زنانی, ڈھیٹ, ہلکی رنگت آلی جلد
💁🏼‍♀	تھپکی دیندا ہتھ, تھپکی دیندی زنانی, تھپکی دیندی زنانی: ہلکی درمیانی رنگت آلی جلد, زنانی, ڈھیٹ, ہلکی درمیانی رنگت آلی جلد
💁🏽‍♀	تھپکی دیندا ہتھ, تھپکی دیندی زنانی, تھپکی دیندی زنانی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, ڈھیٹ
💁🏾‍♀	تھپکی دیندا ہتھ, تھپکی دیندی زنانی, تھپکی دیندی زنانی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, ڈھیٹ
💁🏿‍♀	تھپکی دیندا ہتھ, تھپکی دیندی زنانی, تھپکی دیندی زنانی: کالی رنگت آلی جلد, زنانی, ڈھیٹ, کالی رنگت آلی جلد
🙋	اشارہ, اُبھریا ہوئیا, خوش, ہتھ, ہتھ اُوچا کردا بندا
🙋🏻	اشارہ, اُبھریا ہوئیا, خوش, ہتھ, ہتھ اُوچا کردا بندا, ہتھ اُوچا کردا بندا: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
🙋🏼	اشارہ, اُبھریا ہوئیا, خوش, ہتھ, ہتھ اُوچا کردا بندا, ہتھ اُوچا کردا بندا: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
🙋🏽	اشارہ, اُبھریا ہوئیا, خوش, درمیانی رنگت آلی جلد, ہتھ, ہتھ اُوچا کردا بندا, ہتھ اُوچا کردا بندا: درمیانی رنگت آلی جلد
🙋🏾	اشارہ, اُبھریا ہوئیا, خوش, درمیانی کالی رنگت آلی جلد, ہتھ, ہتھ اُوچا کردا بندا, ہتھ اُوچا کردا بندا: درمیانی کالی رنگت آلی جلد
🙋🏿	اشارہ, اُبھریا ہوئیا, خوش, کالی رنگت آلی جلد, ہتھ, ہتھ اُوچا کردا بندا, ہتھ اُوچا کردا بندا: کالی رنگت آلی جلد
🙋‍♂	اشارہ, بندہ, ہتھ اُوتے کردا بندہ, ہتھ اُوتے کرنا
🙋🏻‍♂	اشارہ, بندہ, ہتھ اُوتے کردا بندہ, ہتھ اُوتے کردا بندہ: ہلکی رنگت آلی جلد, ہتھ اُوتے کرنا, ہلکی رنگت آلی جلد
🙋🏼‍♂	اشارہ, بندہ, ہتھ اُوتے کردا بندہ, ہتھ اُوتے کردا بندہ: ہلکی درمیانی رنگت آلی جلد, ہتھ اُوتے کرنا, ہلکی درمیانی رنگت آلی جلد
🙋🏽‍♂	اشارہ, بندہ, درمیانی رنگت آلی جلد, ہتھ اُوتے کردا بندہ, ہتھ اُوتے کردا بندہ: درمیانی رنگت آلی جلد, ہتھ اُوتے کرنا
🙋🏾‍♂	اشارہ, بندہ, درمیانی کالی رنگت آلی جلد, ہتھ اُوتے کردا بندہ, ہتھ اُوتے کردا بندہ: درمیانی کالی رنگت آلی جلد, ہتھ اُوتے کرنا
🙋🏿‍♂	اشارہ, بندہ, کالی رنگت آلی جلد, ہتھ اُوتے کردا بندہ, ہتھ اُوتے کردا بندہ: کالی رنگت آلی جلد, ہتھ اُوتے کرنا
🙋‍♀	اشارہ, زنانی, ہتھ اُوتے کردی زنانی, ہتھ اُوتے کرنا
🙋🏻‍♀	اشارہ, زنانی, ہتھ اُوتے کردی زنانی, ہتھ اُوتے کردی زنانی: ہلکی رنگت آلی جلد, ہتھ اُوتے کرنا, ہلکی رنگت آلی جلد
🙋🏼‍♀	اشارہ, زنانی, ہتھ اُوتے کردی زنانی, ہتھ اُوتے کردی زنانی: ہلکی درمیانی رنگت آلی جلد, ہتھ اُوتے کرنا, ہلکی درمیانی رنگت آلی جلد
🙋🏽‍♀	اشارہ, درمیانی رنگت آلی جلد, زنانی, ہتھ اُوتے کردی زنانی, ہتھ اُوتے کردی زنانی: درمیانی رنگت آلی جلد, ہتھ اُوتے کرنا
🙋🏾‍♀	اشارہ, درمیانی کالی رنگت آلی جلد, زنانی, ہتھ اُوتے کردی زنانی, ہتھ اُوتے کردی زنانی: درمیانی کالی رنگت آلی جلد, ہتھ اُوتے کرنا
🙋🏿‍♀	اشارہ, زنانی, کالی رنگت آلی جلد, ہتھ اُوتے کردی زنانی, ہتھ اُوتے کردی زنانی: کالی رنگت آلی جلد, ہتھ اُوتے کرنا
🙇	اشارہ, جُھکنا, جُھکیا ہوئیا بندہ, معذرت, معذرت خواہ
🙇🏻	اشارہ, جُھکنا, جُھکیا ہوئیا بندہ, جُھکیا ہوئیا بندہ: ہلکی رنگت آلی جلد, معذرت, معذرت خواہ, ہلکی رنگت آلی جلد
🙇🏼	اشارہ, جُھکنا, جُھکیا ہوئیا بندہ, جُھکیا ہوئیا بندہ: ہلکی درمیانی رنگت آلی جلد, معذرت, معذرت خواہ, ہلکی درمیانی رنگت آلی جلد
🙇🏽	اشارہ, جُھکنا, جُھکیا ہوئیا بندہ, جُھکیا ہوئیا بندہ: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, معذرت, معذرت خواہ
🙇🏾	اشارہ, جُھکنا, جُھکیا ہوئیا بندہ, جُھکیا ہوئیا بندہ: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, معذرت, معذرت خواہ
🙇🏿	اشارہ, جُھکنا, جُھکیا ہوئیا بندہ, جُھکیا ہوئیا بندہ: کالی رنگت آلی جلد, معذرت, معذرت خواہ, کالی رنگت آلی جلد
🙇‍♂	اشارہ, بندہ, جُھکدا بندہ, جُھکنا, ساتھ دینا, معذرت, معذرت خواہ
🙇🏻‍♂	اشارہ, بندہ, جُھکدا بندہ, جُھکدا بندہ: ہلکی رنگت آلی جلد, جُھکنا, ساتھ دینا, معذرت, معذرت خواہ, ہلکی رنگت آلی جلد
🙇🏼‍♂	اشارہ, بندہ, جُھکدا بندہ, جُھکدا بندہ: ہلکی درمیانی رنگت آلی جلد, جُھکنا, ساتھ دینا, معذرت, معذرت خواہ, ہلکی درمیانی رنگت آلی جلد
🙇🏽‍♂	اشارہ, بندہ, جُھکدا بندہ, جُھکدا بندہ: درمیانی رنگت آلی جلد, جُھکنا, درمیانی رنگت آلی جلد, ساتھ دینا, معذرت, معذرت خواہ
🙇🏾‍♂	اشارہ, بندہ, جُھکدا بندہ, جُھکدا بندہ: درمیانی کالی رنگت آلی جلد, جُھکنا, درمیانی کالی رنگت آلی جلد, ساتھ دینا, معذرت, معذرت خواہ
🙇🏿‍♂	اشارہ, بندہ, جُھکدا بندہ, جُھکدا بندہ: کالی رنگت آلی جلد, جُھکنا, ساتھ دینا, معذرت, معذرت خواہ, کالی رنگت آلی جلد
🙇‍♀	اشارہ, جُھکدی زنانی, جُھکنا, زنانی, ساتھ دینا, معذرت, معذرت خواہ
🙇🏻‍♀	اشارہ, جُھکدی زنانی, جُھکدی زنانی: ہلکی رنگت آلی جلد, جُھکنا, زنانی, ساتھ دینا, معذرت, معذرت خواہ, ہلکی رنگت آلی جلد
🙇🏼‍♀	اشارہ, جُھکدی زنانی, جُھکدی زنانی: ہلکی درمیانی رنگت آلی جلد, جُھکنا, زنانی, ساتھ دینا, معذرت, معذرت خواہ, ہلکی درمیانی رنگت آلی جلد
🙇🏽‍♀	اشارہ, جُھکدی زنانی, جُھکدی زنانی: درمیانی رنگت آلی جلد, جُھکنا, درمیانی رنگت آلی جلد, زنانی, ساتھ دینا, معذرت, معذرت خواہ
🙇🏾‍♀	اشارہ, جُھکدی زنانی, جُھکدی زنانی: درمیانی کالی رنگت آلی جلد, جُھکنا, درمیانی کالی رنگت آلی جلد, زنانی, ساتھ دینا, معذرت, معذرت خواہ
🙇🏿‍♀	اشارہ, جُھکدی زنانی, جُھکدی زنانی: کالی رنگت آلی جلد, جُھکنا, زنانی, ساتھ دینا, معذرت, معذرت خواہ, کالی رنگت آلی جلد
🤦	اشتعال, دی شکل, ہتھ دا سیدھا رخ, ہتھ منہ اوتے رکھدا بندہ, یقین نہ ہونا
🤦🏻	اشتعال, دی شکل, ہتھ دا سیدھا رخ, ہتھ منہ اوتے رکھدا بندہ, ہتھ منہ اوتے رکھدا بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد, یقین نہ ہونا
🤦🏼	اشتعال, دی شکل, ہتھ دا سیدھا رخ, ہتھ منہ اوتے رکھدا بندہ, ہتھ منہ اوتے رکھدا بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, یقین نہ ہونا
🤦🏽	اشتعال, درمیانی رنگت آلی جلد, دی شکل, ہتھ دا سیدھا رخ, ہتھ منہ اوتے رکھدا بندہ, ہتھ منہ اوتے رکھدا بندہ: درمیانی رنگت آلی جلد, یقین نہ ہونا
🤦🏾	اشتعال, درمیانی کالی رنگت آلی جلد, دی شکل, ہتھ دا سیدھا رخ, ہتھ منہ اوتے رکھدا بندہ, ہتھ منہ اوتے رکھدا بندہ: درمیانی کالی رنگت آلی جلد, یقین نہ ہونا
🤦🏿	اشتعال, دی شکل, کالی رنگت آلی جلد, ہتھ دا سیدھا رخ, ہتھ منہ اوتے رکھدا بندہ, ہتھ منہ اوتے رکھدا بندہ: کالی رنگت آلی جلد, یقین نہ ہونا
🤦‍♂	اشتعال, بندہ, منہ اوتے ہتھ رکھدا بندہ, منہ اوتے ہتھ رکھنا, یقین نہ ہونا
🤦🏻‍♂	اشتعال, بندہ, منہ اوتے ہتھ رکھدا بندہ, منہ اوتے ہتھ رکھدا بندہ: ہلکی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, ہلکی رنگت آلی جلد, یقین نہ ہونا
🤦🏼‍♂	اشتعال, بندہ, منہ اوتے ہتھ رکھدا بندہ, منہ اوتے ہتھ رکھدا بندہ: ہلکی درمیانی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, ہلکی درمیانی رنگت آلی جلد, یقین نہ ہونا
🤦🏽‍♂	اشتعال, بندہ, درمیانی رنگت آلی جلد, منہ اوتے ہتھ رکھدا بندہ, منہ اوتے ہتھ رکھدا بندہ: درمیانی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, یقین نہ ہونا
🤦🏾‍♂	اشتعال, بندہ, درمیانی کالی رنگت آلی جلد, منہ اوتے ہتھ رکھدا بندہ, منہ اوتے ہتھ رکھدا بندہ: درمیانی کالی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, یقین نہ ہونا
🤦🏿‍♂	اشتعال, بندہ, منہ اوتے ہتھ رکھدا بندہ, منہ اوتے ہتھ رکھدا بندہ: کالی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, کالی رنگت آلی جلد, یقین نہ ہونا
🤦‍♀	اشتعال, زنانی, منہ اوتے ہتھ رکھدی زنانی, منہ اوتے ہتھ رکھنا, یقین نہ ہونا
🤦🏻‍♀	اشتعال, زنانی, منہ اوتے ہتھ رکھدی زنانی, منہ اوتے ہتھ رکھدی زنانی: ہلکی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, ہلکی رنگت آلی جلد, یقین نہ ہونا
🤦🏼‍♀	اشتعال, زنانی, منہ اوتے ہتھ رکھدی زنانی, منہ اوتے ہتھ رکھدی زنانی: ہلکی درمیانی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, ہلکی درمیانی رنگت آلی جلد, یقین نہ ہونا
🤦🏽‍♀	اشتعال, درمیانی رنگت آلی جلد, زنانی, منہ اوتے ہتھ رکھدی زنانی, منہ اوتے ہتھ رکھدی زنانی: درمیانی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, یقین نہ ہونا
🤦🏾‍♀	اشتعال, درمیانی کالی رنگت آلی جلد, زنانی, منہ اوتے ہتھ رکھدی زنانی, منہ اوتے ہتھ رکھدی زنانی: درمیانی کالی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, یقین نہ ہونا
🤦🏿‍♀	اشتعال, زنانی, منہ اوتے ہتھ رکھدی زنانی, منہ اوتے ہتھ رکھدی زنانی: کالی رنگت آلی جلد, منہ اوتے ہتھ رکھنا, کالی رنگت آلی جلد, یقین نہ ہونا
🤷	بے علمی, شک ہونا, غیر جانبداری, مونڈھے چڑھونا, مُڈے اچکاندا بندہ
🤷🏻	بے علمی, شک ہونا, غیر جانبداری, مونڈھے چڑھونا, مُڈے اچکاندا بندہ, مُڈے اچکاندا بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
🤷🏼	بے علمی, شک ہونا, غیر جانبداری, مونڈھے چڑھونا, مُڈے اچکاندا بندہ, مُڈے اچکاندا بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
🤷🏽	بے علمی, درمیانی رنگت آلی جلد, شک ہونا, غیر جانبداری, مونڈھے چڑھونا, مُڈے اچکاندا بندہ, مُڈے اچکاندا بندہ: درمیانی رنگت آلی جلد
🤷🏾	بے علمی, درمیانی کالی رنگت آلی جلد, شک ہونا, غیر جانبداری, مونڈھے چڑھونا, مُڈے اچکاندا بندہ, مُڈے اچکاندا بندہ: درمیانی کالی رنگت آلی جلد
🤷🏿	بے علمی, شک ہونا, غیر جانبداری, مونڈھے چڑھونا, مُڈے اچکاندا بندہ, مُڈے اچکاندا بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد
🤷‍♂	بندہ, بے علمی, شک ہونا, غیر جانبداری, مونڈھے اچکاندا بندہ, مونڈھے چڑھونا
🤷🏻‍♂	بندہ, بے علمی, شک ہونا, غیر جانبداری, مونڈھے اچکاندا بندہ, مونڈھے اچکاندا بندہ: ہلکی رنگت آلی جلد, مونڈھے چڑھونا, ہلکی رنگت آلی جلد
🤷🏼‍♂	بندہ, بے علمی, شک ہونا, غیر جانبداری, مونڈھے اچکاندا بندہ, مونڈھے اچکاندا بندہ: ہلکی درمیانی رنگت آلی جلد, مونڈھے چڑھونا, ہلکی درمیانی رنگت آلی جلد
